# x	y	u	v	s2n	mask
  0.8855	  0.8370	178.8716	  8.1092	  1.7358	  0.0000
  1.5163	  0.8370	176.3444	 10.2522	  1.7101	  0.0000
  2.1470	  0.8370	169.0286	 11.8183	  1.2848	  0.0000
  2.7778	  0.8370	170.8754	  7.5469	  1.2520	  0.0000
  3.4085	  0.8370	182.7375	  6.5359	  1.3951	  0.0000
  4.0393	  0.8370	182.0259	  6.0666	  1.5122	  0.0000
  4.6701	  0.8370	182.6364	  7.5253	  1.5205	  0.0000
  5.3008	  0.8370	181.8450	 10.6815	  1.3240	  0.0000
  5.9316	  0.8370	184.4175	  9.7089	  1.5751	  0.0000
  6.5623	  0.8370	185.4601	  9.9436	  1.5644	  0.0000
  7.1931	  0.8370	183.2618	 13.0854	  1.3538	  0.0000
  7.8239	  0.8370	185.7000	  8.3951	  1.6633	  0.0000
  8.4546	  0.8370	188.8973	  4.5685	  1.9178	  0.0000
  9.0854	  0.8370	190.8011	  8.2780	  1.9533	  0.0000
  9.7162	  0.8370	189.6127	 10.9079	  1.6052	  0.0000
 10.3469	  0.8370	190.0944	 13.0582	  1.6003	  0.0000
 10.9777	  0.8370	186.4025	  9.1843	  1.3775	  0.0000
 11.6084	  0.8370	188.9589	  8.6630	  1.6817	  0.0000
 12.2392	  0.8370	190.1527	  9.6808	  2.0302	  0.0000
 12.8700	  0.8370	189.7492	  4.4233	  1.6469	  0.0000
 13.5007	  0.8370	188.4292	  3.9485	  1.4916	  0.0000
 14.1315	  0.8370	189.6765	  6.5309	  1.6451	  0.0000
 14.7623	  0.8370	187.9766	 10.1911	  1.2511	  0.0000
 15.3930	  0.8370	187.9631	  7.3612	  1.5807	  0.0000
 16.0238	  0.8370	188.4608	  5.4223	  1.9095	  0.0000
 16.6545	  0.8370	187.1503	  5.7651	  1.4145	  0.0000
 17.2853	  0.8370	188.0018	  3.4317	  1.5436	  0.0000
 17.9161	  0.8370	189.0180	  5.8080	  1.7463	  0.0000
 18.5468	  0.8370	188.0621	  8.4066	  1.5313	  0.0000
 19.1776	  0.8370	187.5024	  2.9516	  1.6573	  0.0000
 19.8083	  0.8370	188.1365	  3.4710	  1.8933	  0.0000
 20.4391	  0.8370	190.4876	  2.4566	  1.9073	  0.0000
 21.0699	  0.8370	191.3978	  1.4797	  1.7447	  0.0000
 21.7006	  0.8370	189.2698	  4.2630	  1.6388	  0.0000
 22.3314	  0.8370	189.3374	  2.6427	  1.7801	  0.0000
 22.9622	  0.8370	189.6286	  2.0993	  1.4055	  0.0000
 23.5929	  0.8370	188.4477	  5.5181	  1.6507	  0.0000
 24.2237	  0.8370	189.7684	  3.9096	  1.7065	  0.0000
 24.8544	  0.8370	190.0499	  3.3765	  1.6500	  0.0000
 25.4852	  0.8370	186.8513	  1.6173	  1.2541	  0.0000
  0.8855	  1.4677	181.1276	 10.0428	  1.9199	  0.0000
  1.5163	  1.4677	178.3136	  9.5743	  1.9895	  0.0000
  2.1470	  1.4677	172.1804	 13.2472	  1.4771	  0.0000
  2.7778	  1.4677	174.1396	 13.6049	  1.3215	  0.0000
  3.4085	  1.4677	176.8754	  8.7926	  1.5245	  0.0000
  4.0393	  1.4677	179.1672	  6.5208	  1.5767	  0.0000
  4.6701	  1.4677	181.1063	  7.5385	  1.2587	  0.0000
  5.3008	  1.4677	182.3014	  7.5087	  1.2977	  0.0000
  5.9316	  1.4677	183.6421	  6.7491	  1.6156	  0.0000
  6.5623	  1.4677	185.8665	  8.4672	  1.6337	  0.0000
  7.1931	  1.4677	185.9618	  9.5174	  1.5165	  0.0000
  7.8239	  1.4677	189.5655	  5.4007	  1.7658	  0.0000
  8.4546	  1.4677	188.5701	  6.0661	  1.8777	  0.0000
  9.0854	  1.4677	190.8318	  8.1443	  1.7133	  0.0000
  9.7162	  1.4677	191.6465	  6.8489	  1.1170	  0.0000
 10.3469	  1.4677	191.7174	  2.3784	  1.5860	  0.0000
 10.9777	  1.4677	186.6843	  2.1755	  1.5257	  0.0000
 11.6084	  1.4677	185.7620	  2.7338	  1.5844	  0.0000
 12.2392	  1.4677	189.9770	  5.4843	  1.4584	  0.0000
 12.8700	  1.4677	186.4794	  5.6398	  1.5318	  0.0000
 13.5007	  1.4677	185.4626	  7.8175	  1.4907	  0.0000
 14.1315	  1.4677	189.3179	  6.7941	  1.5922	  0.0000
 14.7623	  1.4677	189.5144	  3.5013	  1.7000	  0.0000
 15.3930	  1.4677	190.2951	  4.2192	  1.9677	  0.0000
 16.0238	  1.4677	190.5044	  5.0988	  1.6820	  0.0000
 16.6545	  1.4677	186.6642	  1.1831	  1.1313	  0.0000
 17.2853	  1.4677	187.4476	  1.0325	  1.4726	  0.0000
 17.9161	  1.4677	186.5709	  0.8069	  1.6788	  0.0000
 18.5468	  1.4677	188.0691	  0.5902	  1.6525	  0.0000
 19.1776	  1.4677	189.9196	  4.1874	  1.7572	  0.0000
 19.8083	  1.4677	189.0923	  3.1681	  1.7534	  0.0000
 20.4391	  1.4677	190.3740	 -0.2450	  1.7082	  0.0000
 21.0699	  1.4677	190.8278	  3.0256	  1.6566	  0.0000
 21.7006	  1.4677	188.8046	  4.0586	  1.6710	  0.0000
 22.3314	  1.4677	187.0594	  3.7739	  1.7244	  0.0000
 22.9622	  1.4677	183.2714	  4.1175	  1.3214	  0.0000
 23.5929	  1.4677	188.9283	  4.6639	  1.5137	  0.0000
 24.2237	  1.4677	190.0877	  4.1719	  1.4691	  0.0000
 24.8544	  1.4677	191.1155	  3.6181	  1.9040	  0.0000
 25.4852	  1.4677	188.4252	  2.2544	  1.1912	  0.0000
  0.8855	  2.0985	176.3932	 11.3019	  1.7910	  0.0000
  1.5163	  2.0985	176.7425	 11.2318	  2.0086	  0.0000
  2.1470	  2.0985	166.2047	  9.6120	  1.3382	  0.0000
  2.7778	  2.0985	174.0059	  9.4866	  1.4713	  0.0000
  3.4085	  2.0985	178.7309	  7.5491	  1.6108	  0.0000
  4.0393	  2.0985	173.6714	  7.5120	  1.4995	  0.0000
  4.6701	  2.0985	178.5525	  7.8274	  1.5772	  0.0000
  5.3008	  2.0985	182.7506	  7.5724	  1.3994	  0.0000
  5.9316	  2.0985	179.4389	  5.6300	  1.3623	  0.0000
  6.5623	  2.0985	183.4824	  8.0783	  1.4485	  0.0000
  7.1931	  2.0985	186.4834	  8.1606	  1.5762	  0.0000
  7.8239	  2.0985	188.7336	  6.0386	  2.0081	  0.0000
  8.4546	  2.0985	190.2183	  6.9986	  1.7657	  0.0000
  9.0854	  2.0985	190.1213	  8.1575	  1.4239	  0.0000
  9.7162	  2.0985	187.7722	  7.4970	  1.1584	  0.0000
 10.3469	  2.0985	185.6526	  7.3584	  1.5190	  0.0000
 10.9777	  2.0985	189.2032	  7.0545	  1.6343	  0.0000
 11.6084	  2.0985	185.2073	  4.8263	  1.7242	  0.0000
 12.2392	  2.0985	187.9125	  5.2121	  1.4099	  0.0000
 12.8700	  2.0985	182.6669	  6.1906	  1.2547	  0.0000
 13.5007	  2.0985	187.4784	  5.5836	  1.6877	  0.0000
 14.1315	  2.0985	190.9991	  4.4023	  1.9092	  0.0000
 14.7623	  2.0985	184.2224	  4.0872	  1.6017	  0.0000
 15.3930	  2.0985	189.7388	  4.8228	  1.4642	  0.0000
 16.0238	  2.0985	188.8406	  4.5053	  1.1797	  0.0000
 16.6545	  2.0985	187.2997	  4.6525	  1.4426	  0.0000
 17.2853	  2.0985	190.1314	  4.6430	  1.6150	  0.0000
 17.9161	  2.0985	185.8360	  5.6374	  1.3939	  0.0000
 18.5468	  2.0985	188.1692	  5.4040	  1.6396	  0.0000
 19.1776	  2.0985	191.3437	  6.3221	  1.5554	  0.0000
 19.8083	  2.0985	191.4869	  3.3245	  1.5147	  0.0000
 20.4391	  2.0985	191.1779	 -5.2208	  1.2271	  0.0000
 21.0699	  2.0985	191.9335	 -0.0552	  1.6402	  0.0000
 21.7006	  2.0985	189.7026	  2.2246	  1.7080	  0.0000
 22.3314	  2.0985	189.4245	  2.8841	  1.5025	  0.0000
 22.9622	  2.0985	187.3219	 -3.4696	  1.6032	  0.0000
 23.5929	  2.0985	189.6930	 -4.4065	  1.3995	  0.0000
 24.2237	  2.0985	190.3533	  0.8100	  1.3408	  0.0000
 24.8544	  2.0985	192.6622	  3.4338	  2.0126	  0.0000
 25.4852	  2.0985	193.3940	  4.6483	  1.8371	  0.0000
  0.8855	  2.7293	176.5741	 10.1874	  1.4178	  0.0000
  1.5163	  2.7293	177.0230	 13.5934	  1.2891	  0.0000
  2.1470	  2.7293	167.1248	 11.7040	  1.2928	  0.0000
  2.7778	  2.7293	174.1787	  8.3899	  1.4792	  0.0000
  3.4085	  2.7293	181.1193	  4.9532	  1.5618	  0.0000
  4.0393	  2.7293	173.4941	  8.4016	  1.4696	  0.0000
  4.6701	  2.7293	180.2596	  9.6168	  1.6474	  0.0000
  5.3008	  2.7293	184.8772	  8.9233	  1.4726	  0.0000
  5.9316	  2.7293	181.3533	  5.3932	  1.3812	  0.0000
  6.5623	  2.7293	183.1513	  7.6328	  1.4917	  0.0000
  7.1931	  2.7293	185.3745	  8.5921	  1.3320	  0.0000
  7.8239	  2.7293	188.0073	  4.8353	  1.6122	  0.0000
  8.4546	  2.7293	182.2160	  7.8442	  1.4128	  0.0000
  9.0854	  2.7293	190.8344	  7.7352	  1.5004	  0.0000
  9.7162	  2.7293	182.2020	  7.4582	  1.3940	  0.0000
 10.3469	  2.7293	183.1273	  6.7657	  1.3767	  0.0000
 10.9777	  2.7293	190.5868	  7.7079	  1.4401	  0.0000
 11.6084	  2.7293	186.5209	  4.9841	  1.4049	  0.0000
 12.2392	  2.7293	187.8915	  3.1595	  1.4604	  0.0000
 12.8700	  2.7293	184.3308	  3.1923	  1.3880	  0.0000
 13.5007	  2.7293	188.2669	  5.8722	  1.9013	  0.0000
 14.1315	  2.7293	190.1747	  6.6291	  1.7768	  0.0000
 14.7623	  2.7293	186.0725	 12.4857	  1.5505	  0.0000
 15.3930	  2.7293	191.3698	  3.6328	  1.5515	  0.0000
 16.0238	  2.7293	191.5860	  5.7019	  1.4624	  0.0000
 16.6545	  2.7293	191.2557	  7.5816	  1.9956	  0.0000
 17.2853	  2.7293	190.6195	  3.7741	  1.9947	  0.0000
 17.9161	  2.7293	190.8751	  5.7399	  1.6883	  0.0000
 18.5468	  2.7293	186.7026	  5.4839	  1.7142	  0.0000
 19.1776	  2.7293	192.4831	  4.1078	  1.4087	  0.0000
 19.8083	  2.7293	193.9815	  5.7829	  1.4815	  0.0000
 20.4391	  2.7293	184.6234	  6.3794	  1.2623	  0.0000
 21.0699	  2.7293	189.6188	  3.6594	  1.5716	  0.0000
 21.7006	  2.7293	192.4415	  2.0811	  1.9857	  0.0000
 22.3314	  2.7293	192.0111	  0.1945	  1.4549	  0.0000
 22.9622	  2.7293	193.3997	 -0.4161	  1.5155	  0.0000
 23.5929	  2.7293	189.2952	  1.0393	  1.5059	  0.0000
 24.2237	  2.7293	189.0381	  3.1525	  1.5718	  0.0000
 24.8544	  2.7293	192.4557	  2.9080	  1.9436	  0.0000
 25.4852	  2.7293	193.8491	  2.3863	  2.2353	  0.0000
  0.8855	  3.3600	178.8747	  9.5201	  1.5725	  0.0000
  1.5163	  3.3600	176.0887	  8.2557	  1.4251	  0.0000
  2.1470	  3.3600	180.1724	  4.4727	  1.6554	  0.0000
  2.7778	  3.3600	178.0292	  3.6619	  1.7776	  0.0000
  3.4085	  3.3600	177.6939	  0.1001	  1.2960	  0.0000
  4.0393	  3.3600	180.7587	  2.6010	  1.5172	  0.0000
  4.6701	  3.3600	182.9813	  1.1219	  1.4987	  0.0000
  5.3008	  3.3600	182.7701	  3.7887	  1.6693	  0.0000
  5.9316	  3.3600	181.5803	  5.3345	  1.4988	  0.0000
  6.5623	  3.3600	185.7861	  6.3360	  1.6330	  0.0000
  7.1931	  3.3600	186.2638	  8.1307	  1.5303	  0.0000
  7.8239	  3.3600	189.7752	  6.8126	  1.7383	  0.0000
  8.4546	  3.3600	190.4726	  7.9486	  1.4871	  0.0000
  9.0854	  3.3600	191.0403	  7.6324	  1.6662	  0.0000
  9.7162	  3.3600	188.2016	  4.1198	  1.6371	  0.0000
 10.3469	  3.3600	190.8513	  2.5063	  1.4525	  0.0000
 10.9777	  3.3600	188.0731	  3.9187	  1.3241	  0.0000
 11.6084	  3.3600	186.0193	  4.1529	  1.2664	  0.0000
 12.2392	  3.3600	191.2100	  1.0920	  1.3915	  0.0000
 12.8700	  3.3600	190.3851	  4.8207	  1.5971	  0.0000
 13.5007	  3.3600	187.5807	  5.9248	  1.7525	  0.0000
 14.1315	  3.3600	188.7348	  4.1673	  1.7089	  0.0000
 14.7623	  3.3600	196.4417	  4.2939	  1.8546	  0.0000
 15.3930	  3.3600	190.9836	  3.5709	  1.6969	  0.0000
 16.0238	  3.3600	190.6542	  5.1054	  1.6998	  0.0000
 16.6545	  3.3600	189.4587	  5.6398	  1.5089	  0.0000
 17.2853	  3.3600	191.2558	  5.8886	  1.8654	  0.0000
 17.9161	  3.3600	189.1051	  6.2927	  1.7548	  0.0000
 18.5468	  3.3600	188.0661	  6.0013	  1.6110	  0.0000
 19.1776	  3.3600	191.0086	  3.2239	  1.6238	  0.0000
 19.8083	  3.3600	192.1579	  5.5229	  1.8150	  0.0000
 20.4391	  3.3600	183.6143	  5.5647	  1.2348	  0.0000
 21.0699	  3.3600	188.7046	  5.1210	  1.5344	  0.0000
 21.7006	  3.3600	193.9142	  2.5685	  1.8746	  0.0000
 22.3314	  3.3600	192.1475	  1.6366	  1.6193	  0.0000
 22.9622	  3.3600	193.6144	  2.1617	  1.6100	  0.0000
 23.5929	  3.3600	191.1010	  1.7215	  1.7628	  0.0000
 24.2237	  3.3600	192.0511	  3.3707	  1.5884	  0.0000
 24.8544	  3.3600	191.0263	  3.2380	  1.6204	  0.0000
 25.4852	  3.3600	194.4995	  2.1749	  2.1556	  0.0000
  0.8855	  3.9908	177.5498	  7.6720	  1.5185	  0.0000
  1.5163	  3.9908	178.0493	  6.1725	  1.5308	  0.0000
  2.1470	  3.9908	178.2753	  6.1313	  1.5601	  0.0000
  2.7778	  3.9908	175.8394	  5.0381	  1.5289	  0.0000
  3.4085	  3.9908	179.9877	  5.9032	  1.3874	  0.0000
  4.0393	  3.9908	178.8528	  5.2229	  1.3801	  0.0000
  4.6701	  3.9908	181.3365	  2.9310	  1.5258	  0.0000
  5.3008	  3.9908	177.4493	  6.0125	  1.4057	  0.0000
  5.9316	  3.9908	180.6475	  6.3860	  1.3994	  0.0000
  6.5623	  3.9908	186.1730	  1.9803	  1.4772	  0.0000
  7.1931	  3.9908	186.4193	  5.6043	  1.6000	  0.0000
  7.8239	  3.9908	188.0593	  9.8586	  1.6005	  0.0000
  8.4546	  3.9908	191.9070	  9.3328	  1.8190	  0.0000
  9.0854	  3.9908	191.1174	  9.0202	  1.7329	  0.0000
  9.7162	  3.9908	189.5186	  5.0731	  1.5799	  0.0000
 10.3469	  3.9908	193.0919	  3.5120	  1.5078	  0.0000
 10.9777	  3.9908	188.6740	  3.1726	  1.4164	  0.0000
 11.6084	  3.9908	187.6156	  6.2304	  1.3664	  0.0000
 12.2392	  3.9908	191.4976	  3.5115	  1.2338	  0.0000
 12.8700	  3.9908	190.6235	  4.0567	  1.2904	  0.0000
 13.5007	  3.9908	187.9569	  5.5680	  1.6002	  0.0000
 14.1315	  3.9908	188.6993	  4.3795	  1.6933	  0.0000
 14.7623	  3.9908	189.3356	  2.1582	  1.6576	  0.0000
 15.3930	  3.9908	186.1408	  1.0253	  1.6816	  0.0000
 16.0238	  3.9908	190.8514	  2.9155	  1.6567	  0.0000
 16.6545	  3.9908	188.3526	  3.9379	  1.5112	  0.0000
 17.2853	  3.9908	188.2428	  5.7809	  1.7623	  0.0000
 17.9161	  3.9908	191.0159	  5.7850	  1.7459	  0.0000
 18.5468	  3.9908	192.4498	  1.1615	  1.4778	  0.0000
 19.1776	  3.9908	188.2679	  5.7679	  1.4908	  0.0000
 19.8083	  3.9908	190.8577	  8.0987	  1.5621	  0.0000
 20.4391	  3.9908	190.2363	  3.8455	  1.5855	  0.0000
 21.0699	  3.9908	191.5923	  5.0783	  1.7256	  0.0000
 21.7006	  3.9908	193.8514	  5.3124	  1.5369	  0.0000
 22.3314	  3.9908	195.8080	  2.9575	  1.5281	  0.0000
 22.9622	  3.9908	193.8315	  4.2712	  1.5709	  0.0000
 23.5929	  3.9908	194.2742	  1.8039	  1.5992	  0.0000
 24.2237	  3.9908	195.2829	  3.2566	  1.5811	  0.0000
 24.8544	  3.9908	191.8073	  1.2023	  1.5392	  0.0000
 25.4852	  3.9908	193.2957	 -1.5238	  1.7952	  0.0000
  0.8855	  4.6215	177.0961	  7.4536	  1.5091	  0.0000
  1.5163	  4.6215	177.9856	  6.9173	  1.5622	  0.0000
  2.1470	  4.6215	175.6734	  6.2338	  1.4206	  0.0000
  2.7778	  4.6215	175.1816	  2.9917	  1.2599	  0.0000
  3.4085	  4.6215	182.2954	 -0.4191	  1.3475	  0.0000
  4.0393	  4.6215	178.1996	  2.1661	  1.3354	  0.0000
  4.6701	  4.6215	182.0660	  4.1760	  1.3844	  0.0000
  5.3008	  4.6215	179.8581	  3.7165	  1.3562	  0.0000
  5.9316	  4.6215	182.3139	  5.2860	  1.5014	  0.0000
  6.5623	  4.6215	186.1538	  4.2712	  1.4424	  0.0000
  7.1931	  4.6215	187.2297	  6.8085	  1.4890	  0.0000
  7.8239	  4.6215	188.0569	  7.6841	  1.5282	  0.0000
  8.4546	  4.6215	189.5144	  5.0990	  1.5808	  0.0000
  9.0854	  4.6215	191.7708	  4.6979	  1.7981	  0.0000
  9.7162	  4.6215	190.1197	  4.7133	  1.6498	  0.0000
 10.3469	  4.6215	192.1781	  3.4592	  1.6265	  0.0000
 10.9777	  4.6215	190.6170	  2.5154	  1.6308	  0.0000
 11.6084	  4.6215	190.8173	  3.4156	  1.8333	  0.0000
 12.2392	  4.6215	189.1876	  0.8389	  1.3821	  0.0000
 12.8700	  4.6215	186.2525	  0.4274	  1.0776	  0.0000
 13.5007	  4.6215	192.9775	  6.2833	  1.4232	  0.0000
 14.1315	  4.6215	191.9574	  5.7166	  1.6091	  0.0000
 14.7623	  4.6215	189.5075	  1.9641	  1.6231	  0.0000
 15.3930	  4.6215	184.5078	 -0.6410	  1.5967	  0.0000
 16.0238	  4.6215	189.3998	  1.2103	  1.5797	  0.0000
 16.6545	  4.6215	187.6096	  3.2686	  1.5172	  0.0000
 17.2853	  4.6215	187.6133	  5.2451	  1.9226	  0.0000
 17.9161	  4.6215	189.7152	  4.4016	  1.9566	  0.0000
 18.5468	  4.6215	192.2442	  3.0361	  1.6191	  0.0000
 19.1776	  4.6215	188.8836	  1.5096	  1.5599	  0.0000
 19.8083	  4.6215	191.2157	  2.6056	  1.2434	  0.0000
 20.4391	  4.6215	190.0600	  3.8673	  1.4079	  0.0000
 21.0699	  4.6215	190.4025	  3.7818	  1.3915	  0.0000
 21.7006	  4.6215	189.6045	  4.0507	  1.3596	  0.0000
 22.3314	  4.6215	195.6600	  4.5266	  1.7253	  0.0000
 22.9622	  4.6215	194.2661	  4.6235	  1.5722	  0.0000
 23.5929	  4.6215	195.6561	  1.8411	  1.6613	  0.0000
 24.2237	  4.6215	190.8563	  3.1489	  1.5065	  0.0000
 24.8544	  4.6215	194.5395	  0.2149	  1.6504	  0.0000
 25.4852	  4.6215	192.9361	  2.2554	  1.5007	  0.0000
  0.8855	  5.2523	181.4586	  5.3249	  1.4029	  0.0000
  1.5163	  5.2523	181.4309	  8.1172	  1.3440	  0.0000
  2.1470	  5.2523	174.0382	  4.4408	  1.0060	  1.0000
  2.7778	  5.2523	178.5972	  4.7402	  1.1096	  0.0000
  3.4085	  5.2523	183.9584	  3.7450	  1.4403	  0.0000
  4.0393	  5.2523	181.6668	  3.3259	  1.3405	  0.0000
  4.6701	  5.2523	182.2380	  1.0941	  1.3223	  0.0000
  5.3008	  5.2523	180.4145	  3.0258	  1.4483	  0.0000
  5.9316	  5.2523	177.0789	  2.3474	  1.1656	  0.0000
  6.5623	  5.2523	184.0380	  2.5402	  1.2705	  0.0000
  7.1931	  5.2523	185.0882	  7.1493	  1.3261	  0.0000
  7.8239	  5.2523	189.3998	  7.8638	  1.4215	  0.0000
  8.4546	  5.2523	190.2462	  5.9583	  1.5461	  0.0000
  9.0854	  5.2523	190.3646	  4.9377	  1.5773	  0.0000
  9.7162	  5.2523	195.1821	  4.8763	  1.6310	  0.0000
 10.3469	  5.2523	194.2142	  3.3724	  1.5723	  0.0000
 10.9777	  5.2523	192.2446	  3.3029	  1.5862	  0.0000
 11.6084	  5.2523	192.9485	  2.1829	  1.4492	  0.0000
 12.2392	  5.2523	191.5556	  0.5658	  1.4090	  0.0000
 12.8700	  5.2523	189.1561	  3.8776	  1.3157	  0.0000
 13.5007	  5.2523	191.8466	  5.3226	  1.2867	  0.0000
 14.1315	  5.2523	191.6752	  4.2207	  1.3429	  0.0000
 14.7623	  5.2523	189.4020	  3.5977	  1.4762	  0.0000
 15.3930	  5.2523	187.4368	  4.7811	  1.4529	  0.0000
 16.0238	  5.2523	189.6400	  4.2564	  1.5199	  0.0000
 16.6545	  5.2523	189.5461	  3.3833	  1.6024	  0.0000
 17.2853	  5.2523	189.5390	  4.5425	  2.0209	  0.0000
 17.9161	  5.2523	188.4388	  1.9390	  1.7793	  0.0000
 18.5468	  5.2523	191.4379	  1.0160	  1.6134	  0.0000
 19.1776	  5.2523	190.6965	  3.0408	  1.6652	  0.0000
 19.8083	  5.2523	192.8570	  8.0322	  1.2276	  0.0000
 20.4391	  5.2523	190.5302	  9.1576	  1.3096	  0.0000
 21.0699	  5.2523	190.9222	  5.8194	  1.4421	  0.0000
 21.7006	  5.2523	192.0607	  3.7947	  1.7818	  0.0000
 22.3314	  5.2523	190.3878	  1.3528	  1.6800	  0.0000
 22.9622	  5.2523	193.1287	  1.0138	  1.3682	  0.0000
 23.5929	  5.2523	193.2999	  1.5769	  1.5039	  0.0000
 24.2237	  5.2523	185.6793	  2.7337	  1.5576	  0.0000
 24.8544	  5.2523	194.5289	  1.7449	  1.7548	  0.0000
 25.4852	  5.2523	193.3883	  0.8234	  1.4765	  0.0000
  0.8855	  5.8831	180.1849	  6.7844	  1.3321	  0.0000
  1.5163	  5.8831	184.2022	  3.6393	  1.1754	  0.0000
  2.1470	  5.8831	173.8622	  4.1676	  1.0119	  1.0000
  2.7778	  5.8831	174.2849	  7.1869	  1.2725	  0.0000
  3.4085	  5.8831	176.7667	  2.8355	  1.4131	  0.0000
  4.0393	  5.8831	177.9836	  1.8127	  1.2687	  0.0000
  4.6701	  5.8831	183.1721	  5.8203	  1.4198	  0.0000
  5.3008	  5.8831	183.1140	  6.3713	  1.4593	  0.0000
  5.9316	  5.8831	177.2219	  5.6010	  1.1545	  0.0000
  6.5623	  5.8831	180.0640	  4.1221	  1.3045	  0.0000
  7.1931	  5.8831	181.7868	  1.7474	  1.3898	  0.0000
  7.8239	  5.8831	185.4321	  3.0985	  1.3960	  0.0000
  8.4546	  5.8831	190.7679	  2.4059	  1.7100	  0.0000
  9.0854	  5.8831	194.3522	  3.6481	  1.6848	  0.0000
  9.7162	  5.8831	196.6640	  3.1662	  1.5064	  0.0000
 10.3469	  5.8831	195.0558	  3.1104	  1.5129	  0.0000
 10.9777	  5.8831	190.4211	 -0.5039	  1.4147	  0.0000
 11.6084	  5.8831	193.0234	 -0.5905	  1.3412	  0.0000
 12.2392	  5.8831	192.7353	  2.2607	  1.4069	  0.0000
 12.8700	  5.8831	186.1334	  3.5406	  1.5468	  0.0000
 13.5007	  5.8831	190.5662	  5.4447	  1.3620	  0.0000
 14.1315	  5.8831	190.3822	  5.9825	  1.2638	  0.0000
 14.7623	  5.8831	190.2882	  4.5426	  1.4677	  0.0000
 15.3930	  5.8831	190.2186	  3.1741	  1.3810	  0.0000
 16.0238	  5.8831	190.1032	  3.9710	  1.4751	  0.0000
 16.6545	  5.8831	190.7431	 -1.3376	  1.6257	  0.0000
 17.2853	  5.8831	190.3889	 -0.8994	  1.7839	  0.0000
 17.9161	  5.8831	188.2538	  0.2184	  1.5561	  0.0000
 18.5468	  5.8831	192.2166	 -0.7280	  1.5602	  0.0000
 19.1776	  5.8831	192.0482	  2.8923	  1.6572	  0.0000
 19.8083	  5.8831	191.4718	  3.0870	  1.4960	  0.0000
 20.4391	  5.8831	188.3258	  2.8241	  1.7075	  0.0000
 21.0699	  5.8831	192.4613	 -0.4199	  1.7843	  0.0000
 21.7006	  5.8831	192.5427	  0.7778	  1.7091	  0.0000
 22.3314	  5.8831	184.9430	  0.1777	  1.3727	  0.0000
 22.9622	  5.8831	194.4246	  1.9956	  1.5925	  0.0000
 23.5929	  5.8831	195.5785	  0.6014	  1.8313	  0.0000
 24.2237	  5.8831	188.4706	  0.3225	  1.7823	  0.0000
 24.8544	  5.8831	194.2231	  2.1804	  1.9390	  0.0000
 25.4852	  5.8831	188.6128	  6.1448	  1.9236	  0.0000
  0.8855	  6.5138	178.2436	  2.2782	  1.2451	  0.0000
  1.5163	  6.5138	178.5898	  5.3925	  1.3054	  0.0000
  2.1470	  6.5138	173.5489	  3.6655	  1.0273	  1.0000
  2.7778	  6.5138	175.8286	  6.0288	  1.5518	  0.0000
  3.4085	  6.5138	174.6174	  4.4966	  1.4145	  0.0000
  4.0393	  6.5138	175.8928	  2.4090	  1.2469	  0.0000
  4.6701	  6.5138	180.6479	  0.6818	  1.2863	  0.0000
  5.3008	  6.5138	184.7979	  3.1738	  1.5758	  0.0000
  5.9316	  6.5138	185.5807	  4.1186	  1.3539	  0.0000
  6.5623	  6.5138	184.2516	  5.3281	  1.3985	  0.0000
  7.1931	  6.5138	185.3920	  5.1977	  1.5799	  0.0000
  7.8239	  6.5138	184.8876	  3.0655	  1.4891	  0.0000
  8.4546	  6.5138	187.4727	  2.1145	  1.5386	  0.0000
  9.0854	  6.5138	190.7799	  3.0065	  1.6186	  0.0000
  9.7162	  6.5138	192.6887	  3.8923	  1.8423	  0.0000
 10.3469	  6.5138	195.5293	  6.1731	  1.6246	  0.0000
 10.9777	  6.5138	189.0752	  5.9118	  1.3458	  0.0000
 11.6084	  6.5138	192.0041	  3.7431	  1.4514	  0.0000
 12.2392	  6.5138	190.6743	  2.5874	  1.6825	  0.0000
 12.8700	  6.5138	187.9688	  3.1701	  1.6032	  0.0000
 13.5007	  6.5138	191.5543	  2.1362	  1.8781	  0.0000
 14.1315	  6.5138	189.9525	  3.6324	  1.5158	  0.0000
 14.7623	  6.5138	190.7486	  3.6539	  1.6909	  0.0000
 15.3930	  6.5138	192.2738	  1.0878	  1.8633	  0.0000
 16.0238	  6.5138	  6.4621	 -1.8150	  1.0577	  0.0000
 16.6545	  6.5138	189.6480	  2.0033	  1.4347	  0.0000
 17.2853	  6.5138	188.7759	  3.7868	  1.5352	  0.0000
 17.9161	  6.5138	189.5683	  5.7444	  1.4855	  0.0000
 18.5468	  6.5138	192.6180	  3.6183	  1.3894	  0.0000
 19.1776	  6.5138	190.0370	  5.4631	  1.4245	  0.0000
 19.8083	  6.5138	190.7247	  5.6702	  1.7628	  0.0000
 20.4391	  6.5138	190.7685	  2.3265	  1.9329	  0.0000
 21.0699	  6.5138	191.4402	 -1.8408	  1.7298	  0.0000
 21.7006	  6.5138	191.2561	 -0.5267	  1.5175	  0.0000
 22.3314	  6.5138	186.5266	 -6.1333	  1.5117	  0.0000
 22.9622	  6.5138	191.0840	  3.4566	  1.8171	  0.0000
 23.5929	  6.5138	195.3034	  1.8009	  1.9921	  0.0000
 24.2237	  6.5138	192.0009	  0.7258	  1.6121	  0.0000
